speaker,words,tags,timestamp
Phil Hufford,"The health department claims that the sediment bearing the plutonium contamination is stable and does not get resuspended, and that the contamination was due to a couple of events, the fire in 1957 and the 1969 fire, and therefore, since the plutonium is tightly bound to soil and other particles, that there is no current danger to the drinking water quality. Do you agree with that?",rocky flats,0:52:37
Paula Elofson-Gardine,"No, I don't. I don't agree with it at all. Plutonium is not the only problem out there, and as it's in the environment, it will degrade. Americium is a much more serious threat. It is much more toxic, it's more readily taken up by the body, and it is more radioactive than plutonium. So, the americium question has not been addressed. They run from those questions. The uranium situation out there is likewise severe. Rocky Flats puts out a lot of uranium. This puts out a lot of radon. They calibrate their monitors against radon and thorium. Those are all alpha emitters. I think that it's a very serious situation, where a full characterization of that plant has never been done, and I think that this leaves a very large question mark in terms of public health and safety, that our interests, our needs have not been met by our current CDH people, and I think that there should be a turnover there. Dr. Tom Vernon has been repeatedly the crux of the problem with the governor. In public meetings, we've asked him this, and in other forums, and he has repeatedly said to the governor, quote, there's no problem at Rocky Flats. Well, he's also said there's no problem at Martin Marietta, no problem at the Arsenal, no problem at the Lowry landfill. He is a problem. He is the problem. This man is trained in epidemiology extensively, that is almost the complete extent of his training, which is very appropriate for a director of the Department of Health, but he is not environmentally trained, and he is not qualified to say there is no problem if he cannot step down and resign because of this crisis of waste in the state of Colorado, and the CDH's failure to be responding appropriately, then we need a co-director that comes with from a place that is not in Colorado without vested interest in this state we have too much dirty politicking going on in the state that includes polluters being a part of health boards such as Richard Newman from Thoreau being on the Jefferson County Board of Health, who hounded Dr. Carl Johnson out of his job because he tried to make the public aware of what happened out there at Rocky Flats. It's a chemical company that supplied chemicals to Dow and then to Rockwell. It's very inappropriate to have the polluters be taking part in the regulators or vice versa. And I think that we have a very serious problem in this state that demands an outside investigation, and to shake this up we've got to get rid of these people that have been a part of the problem.",rocky flats;friendly hills;rocky mountain arsenal;collusion;lowry landfill,0:53:20
Phil Hufford,"So do you think that it's a matter of Vernon not being properly educated, not being trained in how serious the situation is from a medical standpoint, or do you think that there might actually be some type of collusion that he knows what's going on, but is just minimizing it and trivializing it to protect business interests and to keep the state attractive for new business growth?",collusion,0:56:08
Paula Elofson-Gardine,"I think that both of those are very true. I couldn't have said it any better than you did right there. I think that we have a very serious problem with people with vested interest in the state of Colorado. I think the public has a right to know, and my statement would be this. Who are you, Tom Vernon or Al Hazel, to tell everyone that plutonium isn't toxic, or that everything's a-okay here? The public has a right to know, and the public may be alarmed at what's going on here, and they darn well should be. They have been lied to, and this has been covered up for too long. Maybe it is alarming to the public, and they've been trying to avoid public panic, but had they played a more responsible role in the last 20 years, we would not have a problem that would be this extensive at this point in time.",collusion,0:56:45
Phil Hufford,How about the plans of the city of Arvada to annex land directly south of the Rocky Flats nuclear weapons plant as the first phase of an extensive development to be called the Jefferson Center. Can you enlighten our listeners as to what's involved in that?,rocky flats,0:57:50
Paula Elofson-Gardine,"I'd be happy to. I don't know when you'll air this, but taped a show last week with United Cable. It's showing again tonight, the fifth, at 7pm on United Cable's channel 47 and then this coming Sunday at 11am and it is about the annexation and the city of Arvada's views and our views. I think that it is a ludicrous plan that is really tragic, that these people are so greedy for money that they will develop at any cost. Mr. Lacey used to be a DOE engineer.",,0:58:16
Phil Hufford,Yes. Explain who the people are.,,0:58:55
Paula Elofson-Gardine,"Mr. Lacey is one of the lead developers who also sits on the board of W470 Authority. He is also the head of the Jefferson County Associates. He used to be very tightly interwoven with Department of Energy. He knows very well what's out there, and the attitude Mr. Lacey has is there is nothing wrong, we can go ahead and develop out here, and it's very indicative of the malaise in general of Department of Energy and Rockwell people that have a lackadaisical attitude about the seriousness and the extent of the contamination out there. They have used the argument that the levels of contamination are quote within the state standard. That's not very comforting in light of the fact that the state standard does not mean that it's harmless, and people need to realize that because something is within a certain standard doesn't mean that it's harmless, no matter what it is. So, if we had everything in our water that the Clean Water Act said we could have, we'd all be dropping like flies here, and I think that this is something people need to take into consideration, that if the Church McCain land was contaminated to the extent that they were given a multi million dollar out-of-court settlement from the federal government for contamination from the previous serious incidents at Rocky Flats. What makes it okay now if plutonium has a half life of 24,000 years? It is still out there. It has not been remediated or removed. There have been pitiful attempts at plowing, which only disperses it farther, and the state standard was set so that it was applied to virgin undisturbed soil only, not land that had been plowed and dispersed, and the state standard was erroneously set for plutonium when the screening level guide from the EPA was for total transuranics, not just plutonium, so there are errors in that whole method, and the Department of health did a, how do you say it, a backup document three years after the plutonium standard was set to justify a dose risk assessment argument, which I believe is a sham. It still doesn't, it still does not make what they did okay.",rocky flats,0:58:57
Phil Hufford,Why is the dose risk assessment a sham?,,1:01:24
Paula Elofson-Gardine,"Well, this is the argument that health physicists like to use, that well, we're going to decide what dose is okay for you to take and Dr. Gofman is very concerned about this, that",,1:01:30
Phil Hufford,This is Dr. John Gofman.,,1:01:48
Paula Elofson-Gardine,"Dr. John Gofman, he's professor emeritus at the University of Berkeley. He worked on the Manhattan Project. He perfected methods in separating plutonium isotopes, so this man knows what he's talking about. He believes that there is no threshold level of what you can be exposed to, because we do have some natural radiation, some background. Any added radiation is adding insult to injury, and it's something that you don't wan. The added risk is not something anybody would want to have. The plant itself, Rocky Flats, likes to use this argument as saying that all of our radiation here is background, and it's not coming from them. If you believe that I have some ice cubes, I'd like to sell some Eskimos in Alaska.",rocky flats,1:01:50
Phil Hufford,"Well, I have spoken with people who work at Rocky Flats Nuclear Weapons Plant, who maintain that any off-site contamination is due to atmospheric testing and not from the plant, but as I understand it, there are ways to determine the...",rocky flats,1:02:47
