speaker,words,tags,timestamp
Adrienne Anderson,"I mean, you know, we can, we can do the gold plate model here, or the template, however long you want to go... But in the Arsenal case, evidence that when people were being overtly poisoned from the fumes coming off the Rocky Mountain Arsenal, the folks in the low-income trailer court next to the arsenal, the state allowed them to be gassed quite literally for seven months, fully knowing it the entire time, and failed to evacuate them, even against the advice of people in the Attorney General's office, as well as their own technical personnel in the epidemiology section, the state's head of epidemiology, as well as the state's toxicologist, and the site manager responsible for the arsenal, as well as individuals in the air quality division, all supported getting those people out of imminent danger from the poisoning, and Dr. Vernon stood up at a public meeting, and let's see... The Justice Department likes to quote from Vernon and Romer. Let me just give you a sampling of what our top leaders had to say about this. Governor Romer, December 21st, this is at the height of when people were getting the highest levels of aldrin and dieldrin, as well as nerve gas agents in the air in their yard, and their, you know, surrounding their homes. Governor Romer said, quote, ""I have no evidence it requires evacuation now."" 1988, this was this last Christmas. Governor Romer, December 30th, 1988. ""The water is safe, the soil is safe, and the air is safe. I'm going to continue those tests, and I don't want anybody in danger."" Now, we found evidence that the state health department had actually botched the air sampling that was done, and later had to correct its statements. When we do the calculations of what the aldrin and dieldrin levels were in the air surrounding these people's homes, the cancer risk that the EPA allows is acceptable is one cancer per million population. If you go above that, then they start suggesting that action, different actions are required to reduce the risk. We found that the calculations for aldrin with continuing exposure at the average of the levels that were found during this period in December would have put these people at the risk of developing cancer at one and 100, and even as high as one in 10, and those people were acutely ill. I got extremely ill myself, having gone out there and having been gassed by a cloud that came over when I was up there one day, my throat closed on the spot. I had laryngitis for three weeks, developed a large lump under my chin, and developed a blood disorder subsequent to that, that still hasn't resolved. The people who live there have got problems ranging from lumps on various parts of their body, from even chloracne type of symptoms, children with anemia, very severe anemia. One child that was born with underdeveloped arteries that was conceived during that period now is quite ill. And when I've gone up there to work with them,",rocky mountain arsenal;irondale;cover up;collusion,0:43:23
Juc Speaker,"[unintelligible] put them in a collar [unintelligible], cage and make them stay there.",,0:43:24
Adrienne Anderson,"Yeah, well, when I've been up there in the last few months, most of them are so despondent and ill that they can hardly function. A lot of them sleep virtually all day long. They're so ill. Yep. And we had a meeting with Governor Romer, excuse me, with Dr. Vernon in February, and the governor had ordered blood tests, had ordered medical testing of the residents with $25,000 that Shell ponied up for the governor's office, and he said, ""Well, I'm going to see if these people have been, you know, I'm going to assure them that their health is fine."" They, the, they had the Center for not... They had the Rocky Mountain Poison Control Center and the University of Colorado conduct the testing, but the physicians were told not to do testing for toxic chemicals in the blood, which are tests that can be done. So these people had routine blood tests done, you know, basic CBCs, and you know the basic parameters that won't tell you anything about whether or not you've been poisoned, but even those blood results came back abnormal for a number of the residents. Those were never publicized by the state. That's totally been swept under the rug. Now they want to take fat biopsies of the residents, and they're still allowing them to live there. Dr. Vernon... Now, what's at issue about that now? Is that this was all related to the Basin F cleanup, which is the word, which is a huge 93 acre liquid waste pond that had the accumulation of 40 years of army nerve gas production and Shell chemicals production of deadly pesticides that have since been banned by the EPA because of their acute toxicity. This site was even acknowledged by the Army to be the worst piece of property in the United States, if not the world, and it's right up in northeast Denver, right next to our brand new airport site. Yeah, I mean it's been pretty well publicly acknowledged. We have evidence of residents in that that are northwest of Rocky Mountain Arsenal, who, as of this day, continue to drink from municipal water well, not excuse me, not municipal... Private water wells that have nerve gas agents in them, and the state knows this, and the EPA knows this, and they have failed to close those wells, and also failed to provide alternative water to those people. The army and the EPA in 1986 came up, ponied up with $12 million to do charcoal filtration of the South Adams County Water District, which was poisoned by the contaminants coming off the Rocky Mountain Arsenal, South Adams County has a groundwater well, 100% groundwater well system that is supplied by the aquifer that is totally poisoned by the Rocky Mountain Arsenal. So we also have evidence that that water has been supplied to Commerce City residents for decades with knowledge that it was polluted. Now you know, you wonder why the people in Commerce City, you know, I've been working out there with seniors and others, you know, I've always, they're just kind of generally, I've always had a lot of people with learning disabilities in Commerce City, you know, kids that have various problems, and you know, it has always seemed like a community of people that are just not quite with it. And you know, while we might assume that's income or educational level or something else, I believe it's due to the poisoning, the, you know, consistent poisoning of these people over time. Knowing what I know now, those people are showing signs of solvent contamination with learning disabilities, and the kinds of gaps in some people, you know, stuttering speech, halting speech, not able to really fully articulate a sentence, and it's not because they're bright, but not bright, but it's evidence of solvent contamination. Now, after $12 million of treatment, we've done independent tests and found that that water still does not meet federal standards, and so these people are getting poisoned in the drinking water supply, they're also getting poisoned in the air. Now the Army came out today, saying it wants to incinerate all the liquids that they have pulled out of Basin F in the Denver metropolitan area. So, this is not only an issue... Onsite incineration of what is it, 4 million gallons of liquids that they have pulled out, some of the most acutely hazardous waste ever found anywhere in the world, and these are hundreds of compounds that have cooked for four decades in that site, mixed, commingled, created new compounds. They don't even have any idea what these things, what the toxicity of these things are now. Individually, many of them, there's no data about numbers of them individually, not to mention the complex mix of this stuff, they've currently got it stored. Oh, well, gee, so now they temporarily suck the stuff out in the process of sucking it out and drying the soils that were underneath of this, the gasses from the drying of the soils is what went into the Irondale community, just what was released from the process of taking the stuff out in a very crude technology that they used, you know, they project that this thing is going to cost $3 billion to clean up, and yet the technologies that they're using is very fourth grade in my opinion. And so they put several million gallons of it in these three tanks that are already beginning to leak, that were supposed to last for five years. They've started leaking now, within a few months of having put the liquids in, and they took the stuff out of the 93 acre pond and put the residual that wouldn't fit into the three tanks into yet another pond, just a, you know, few yards away, and that also has evidence, according to the state documents we've seen now, that is also leaking, so more stuff to leak, leach into the farms that are north of that site with wells that have already been poisoned and made in uninhabitable areas up there, and so the question now is, What to do with these millions of gallons? I know I'm really making you all happy here, but millions of gallons of acutely toxic waste that they've got stored in these huge, huge tanks, and I invite any of you to drive up there and just look at these, you know, these huge things that loom out on the horizon. There it looks like the moon, and then these huge tanks that stand up out of nowhere...",basin f;rocky mountain arsenal,0:43:24
Juc Speaker,Out of the basin...,basin f;rocky mountain arsenal,0:52:58
Adrienne Anderson,"They took it out of the basin, put it into the tanks, and put what they couldn't figure they couldn't even add, so they didn't adequately plant enough tanks to hold the stuff, so they had to put the remaining million gallons into yet another pond that's leaking.",basin f;rocky mountain arsenal,0:52:59
Juc Speaker,That pond is leaking.,basin f;rocky mountain arsenal,0:53:17
Adrienne Anderson,That pond is leaking.,basin f;rocky mountain arsenal,1:53:18
Juc Speaker,Was it lined?,basin f;rocky mountain arsenal,0:53:19
Adrienne Anderson,"Well, I mean, lining is, you know, they tamp it down and put in a piece of, put in a baggie, you know, is essentially the technology, and of course these chemicals eat right through the prop... the kinds of propylene liners that they put down.",basin f;rocky mountain arsenal,0:53:21
Juc Speaker,"When they took the liquid out of Basin F it left ground, which then had a lot of people...",basin f;rocky mountain arsenal,0:53:34
Adrienne Anderson,"Yeah, it was really, you know, really nasty stuff. And, of course, 93 acres, that's a huge stuff. And what they unearthed that with huge tractors, put it out on the side, and laid it out to dry, basically allowing it to evaporate into the neighborhood.",basin f;rocky mountain arsenal;irondale,0:53:40
Juc Speaker,"What the Basin F is, is a huge, like a vat. If you take all the liquid out of it, when the level, when the total level is low, the residual undissolved solids, which are precipitated on the bottom, remain.
",basin f;rocky mountain arsenal,0:53:59
Adrienne Anderson,So it's like pudding. Chocolate pudding.,basin f;rocky mountain arsenal,0:54:16
Juc Speaker,"...high enough with add enough water to it, most of that sludge in the bottom will redissolve, and then you'll have, instead of 250 million liters, you might have a billion liters of solution with very little sediment on the bottom, but that sediment has got all sorts of junk in it. I've seen the analysis on it. I used to work there. I worked on Basin F once as a chemist, and they were at that time in '82 and '83, they were talking about solidifying it with concrete, and the only reason they funded with the nickels and dimes they had for the project I was on, which was defunded in '83 when the army unilaterally decided not to do anything with the arsenal whatsoever. When they were doing that, they were just giving us lip service, because they knew that encapsulating concrete was was silly.",basin f;rocky mountain arsenal,0:54:18
Adrienne Anderson,"So now, now everyone in town, I'm telling you, this is all out war, because the fact that the army would be proposing, well, there's another little war going on. The state attorney general's office is trying to get legal authority to oversee the cleanup of the arsenal. Now we have actually supported that, because we think, in general, as an institution, the state should have greater interest in the cleanup being protective of public health than what we've seen from the army and the EPA, and the army and the EPA, and these military sites act together. They do not act as adversarial parties, so you know basically what the army and the EPA say are together, because they're jointly represented by the Justice Department, and their positions are really very bad in our opinion, and so we do support the state having the authority, but with the caveat that we want someone else at the helm that is going to be actually working to protect public health and safety and not covering up these problems, so that's the kind of complexity going on at the moment, but it is Armageddon for the entire Denver metro... I mean, think of the contradiction in the big, you know, the big city that we're concerned about the brown cloud. It will become the black cloud. In fact, when we were driving up here, we looked over and there is a very discreet cloud hovering over the arsenal today, which we don't know what that means. Brown cloud, right, just a bubble over the arsenal, and we don't know what's going on there now, but the thought of having Basin F liquids incinerated in Denver, incineration is a very poor technology, it's probably the least protective technology in terms of regulation of what the EPA has, very poor monitoring requirements for incineration, and based upon what we saw with the Army's treatment of the Irondale residents. Oh in fact, the Army, in response to the residents' complaints, what was the Army's response to people saying ""we're being gassed, we're waking up gasping at night, we can't breathe, our kids are sick, you know. My child gets up in the morning and throws up in the yard,"" this type of stuff? The army's response was to come out and bring Norelco air purifiers to each family that complained to put on their coffee tables. This was their solution.",basin f;rocky mountain arsenal;incineration;irondale,0:55:16
Juc Speaker,"Well, the incineration, getting back to that, what kind of technology are they proposing for incinerating these liquids?",incineration,0:57:42
Adrienne Anderson,"Well, I don't know the specifics yet, but I'm going to a meeting on Thursday with the Attorney General's office, where we're going to be talking about all of this, but independent of what technology they're using for incineration, when we've studied this around the country, we certainly would be squawking very loudly that any type of incineration on site would put not only that Irondale area at immediate risk, but the entire metropolitan area, and there are millions of gallons of that stuff there. Worse, it's not - we don't believe it would just be a mechanism for getting rid of the onsite contaminants, but once the military has put in these types of facilities, they often then begin accepting hazardous waste from other military installations around the region. So, it will, we would predict, it would become a permanent incineration facility for all of the acutely toxic waste in the region. Worse, I learned today from Senator Gallagher, who represents North Denver, State Senator, that the EPA has announced plans to do on-site incineration at four other Superfund sites in North Denver, the Broderick Wood Product Superfund site, the - they're all kind of clustered up around Conoco, you know, up there by the interchange with Colorado Boulevard, and what's that? Yeah, yeah.",incineration;irondale;superfund;basin f;rocky mountain arsenal,0:57:48
Juc Speaker,Vasquez.,,0:59:08
Adrienne Anderson,"Vasquez, that area there. There's four Superfund sites that are all in that vicinity, and the EPA is announcing plans to choose incineration as the preferred method of destruction.",incineration;superfund,0:59:09
